Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,property_Area_Rural,property_Area_Semiurban,property_Area_Urban,Gender_Female,Gender_Male,Total_Income,Loan_Income_Ratio,EMI,Balance_Income
1.0,3.0,0.0,0.0,10171.25,0.0,261.5,360.0,1.0,1,0,1,0,0,1,10171.25,0.025709721027405676,0.7263888888888889,10170.523611111112
1.0,3.0,1.0,0.0,3522.0,0.0,81.0,360.0,1.0,0,0,0,1,0,1,3522.0,0.022998296422487224,0.225,3521.775
1.0,0.0,0.0,0.0,5708.0,5625.0,187.0,360.0,1.0,1,1,0,0,0,1,11333.0,0.016500485308391422,0.5194444444444445,11332.480555555556
1.0,0.0,1.0,1.0,4344.0,736.0,87.0,360.0,1.0,0,1,0,0,0,1,5080.0,0.017125984251968505,0.24166666666666667,5079.758333333333
1.0,0.0,0.0,0.0,3497.0,1964.0,116.0,360.0,1.0,1,0,0,1,0,1,5461.0,0.021241530855154733,0.32222222222222224,5460.677777777778
1.0,2.0,0.0,0.0,2045.0,1619.0,101.0,360.0,1.0,1,0,0,1,0,1,3664.0,0.027565502183406112,0.28055555555555556,3663.7194444444444
1.0,3.0,0.0,0.0,5516.0,5743.125,261.5,360.0,0.0,0,1,0,0,0,1,11259.125,0.023225605897438745,0.7263888888888889,11258.398611111112
1.0,1.0,0.0,0.0,3750.0,0.0,116.0,360.0,1.0,1,1,0,0,0,1,3750.0,0.030933333333333334,0.32222222222222224,3749.677777777778
0.0,0.0,1.0,0.0,2333.0,1451.0,102.0,360.0,0.0,0,0,1,0,0,1,3784.0,0.026955602536997886,0.2833333333333333,3783.7166666666667
1.0,1.0,0.0,0.0,6400.0,5743.125,180.0,360.0,0.0,0,0,1,0,0,1,12143.125,0.014823202429358176,0.5,12142.625
0.0,0.0,0.0,0.0,1916.0,5063.0,67.0,360.0,1.0,0,0,0,1,0,1,6979.0,0.00960022925920619,0.18611111111111112,6978.813888888889
1.0,0.0,0.0,0.0,4600.0,0.0,73.0,360.0,1.0,1,1,0,0,0,1,4600.0,0.015869565217391305,0.20277777777777778,4599.797222222222
1.0,1.0,0.0,0.0,10171.25,0.0,260.0,360.0,1.0,0,1,0,0,0,1,10171.25,0.025562246528204498,0.7222222222222222,10170.527777777777
1.0,0.0,0.0,0.0,3625.0,0.0,108.0,360.0,1.0,1,1,0,0,1,0,3625.0,0.029793103448275862,0.3,3624.7
1.0,0.0,0.0,1.0,10171.25,4750.0,120.0,360.0,1.0,1,1,0,0,0,1,14921.25,0.008042221663734606,0.3333333333333333,14920.916666666666
1.0,1.0,0.0,1.0,2178.0,0.0,66.0,360.0,0.0,0,0,0,1,0,1,2178.0,0.030303030303030304,0.18333333333333332,2177.8166666666666
1.0,0.0,0.0,0.0,2383.0,2138.0,58.0,360.0,1.0,1,0,0,1,0,1,4521.0,0.012829020128290201,0.16111111111111112,4520.8388888888885
1.0,0.0,0.0,1.0,674.0,5296.0,168.0,360.0,1.0,1,0,0,1,0,1,5970.0,0.02814070351758794,0.4666666666666667,5969.533333333334
1.0,0.0,0.0,0.0,9328.0,0.0,188.0,360.0,1.0,1,0,0,1,0,1,9328.0,0.020154373927958835,0.5222222222222223,9327.477777777778
0.0,0.0,1.0,0.0,4885.0,0.0,48.0,360.0,1.0,1,0,0,1,0,1,4885.0,0.009825997952917094,0.13333333333333333,4884.866666666667
0.0,0.0,0.0,0.0,10171.25,0.0,164.0,360.0,1.0,0,1,0,0,0,1,10171.25,0.016123878579328992,0.45555555555555555,10170.794444444444
1.0,0.0,1.0,0.0,6033.0,0.0,160.0,360.0,1.0,0,0,1,0,0,1,6033.0,0.026520802254268193,0.4444444444444444,6032.555555555556
0.0,0.0,0.0,0.0,3858.0,0.0,76.0,360.0,1.0,1,1,0,0,0,1,3858.0,0.019699326075686883,0.2111111111111111,3857.788888888889
0.0,0.0,0.0,0.0,4191.0,0.0,120.0,360.0,1.0,1,0,0,1,0,1,4191.0,0.02863278453829635,0.3333333333333333,4190.666666666667
1.0,1.0,0.0,0.0,3125.0,2583.0,170.0,360.0,1.0,0,1,0,0,0,1,5708.0,0.029782761037140854,0.4722222222222222,5707.527777777777
0.0,0.0,0.0,0.0,8333.0,3750.0,187.0,360.0,1.0,1,0,0,1,0,1,12083.0,0.015476289001075892,0.5194444444444445,12082.480555555556
0.0,0.0,1.0,0.0,1907.0,2365.0,120.0,360.0,1.0,1,0,1,0,1,0,4272.0,0.028089887640449437,0.3333333333333333,4271.666666666667
1.0,0.0,0.0,0.0,3416.0,2816.0,113.0,360.0,1.0,1,1,0,0,1,0,6232.0,0.01813222079589217,0.3138888888888889,6231.686111111111
0.0,0.0,0.0,1.0,10171.25,0.0,83.0,360.0,1.0,0,0,1,0,0,1,10171.25,0.008160255622465282,0.23055555555555557,10171.019444444444
1.0,1.0,1.0,0.0,2600.0,2500.0,90.0,360.0,1.0,1,1,0,0,0,1,5100.0,0.01764705882352941,0.25,5099.75
0.0,2.0,0.0,0.0,4923.0,0.0,166.0,360.0,0.0,1,1,0,0,0,1,4923.0,0.03371927686370099,0.46111111111111114,4922.538888888889
1.0,3.0,1.0,0.0,3992.0,0.0,128.0,360.0,1.0,0,0,1,0,0,1,3992.0,0.03206412825651302,0.35555555555555557,3991.6444444444446
1.0,1.0,1.0,0.0,3500.0,1083.0,135.0,360.0,1.0,1,0,1,0,0,1,4583.0,0.029456687759109753,0.375,4582.625
1.0,2.0,1.0,0.0,3917.0,0.0,124.0,360.0,1.0,1,1,0,0,0,1,3917.0,0.03165688026550932,0.34444444444444444,3916.6555555555556
0.0,0.0,1.0,0.0,4408.0,0.0,120.0,360.0,1.0,1,1,0,0,1,0,4408.0,0.02722323049001815,0.3333333333333333,4407.666666666667
0.0,0.0,0.0,0.0,3244.0,0.0,80.0,360.0,1.0,1,0,1,0,1,0,3244.0,0.02466091245376079,0.2222222222222222,3243.777777777778
0.0,0.0,1.0,0.0,3975.0,2531.0,55.0,360.0,1.0,1,0,0,1,0,1,6506.0,0.008453735013833385,0.1527777777777778,6505.847222222223
0.0,0.0,0.0,0.0,2479.0,0.0,59.0,360.0,1.0,1,0,1,0,0,1,2479.0,0.02379991932230738,0.1638888888888889,2478.836111111111
0.0,0.0,0.0,0.0,3418.0,0.0,127.0,360.0,1.0,0,1,0,0,0,1,3418.0,0.0371562317144529,0.3527777777777778,3417.6472222222224
0.0,0.0,0.0,0.0,10000.0,0.0,214.0,360.0,1.0,0,1,0,0,1,0,10000.0,0.0214,0.5944444444444444,9999.405555555555
1.0,3.0,0.0,0.0,3430.0,1250.0,128.0,360.0,0.0,0,1,0,0,0,1,4680.0,0.02735042735042735,0.35555555555555557,4679.644444444444
1.0,1.0,0.0,1.0,7787.0,0.0,240.0,360.0,1.0,1,0,1,0,0,1,7787.0,0.030820598433286245,0.6666666666666666,7786.333333333333
1.0,3.0,1.0,1.0,5703.0,0.0,130.0,360.0,1.0,1,0,0,1,0,1,5703.0,0.02279502016482553,0.3611111111111111,5702.638888888889
1.0,0.0,0.0,0.0,3173.0,3021.0,137.0,360.0,1.0,1,0,1,0,0,1,6194.0,0.022118178882789795,0.38055555555555554,6193.6194444444445
1.0,3.0,1.0,0.0,3850.0,983.0,100.0,360.0,1.0,1,1,0,0,0,1,4833.0,0.02069108214359611,0.2777777777777778,4832.722222222223
1.0,0.0,0.0,0.0,150.0,1800.0,135.0,360.0,1.0,0,0,0,1,0,1,1950.0,0.06923076923076923,0.375,1949.625
1.0,0.0,0.0,0.0,3727.0,1775.0,131.0,360.0,1.0,1,1,0,0,0,1,5502.0,0.023809523809523808,0.3638888888888889,5501.636111111111
1.0,2.0,0.0,0.0,5000.0,0.0,72.0,360.0,0.0,0,1,0,0,0,1,5000.0,0.0144,0.2,4999.8
1.0,2.0,0.0,0.0,4283.0,2383.0,127.0,360.0,1.0,1,1,0,0,1,0,6666.0,0.019051905190519053,0.3527777777777778,6665.647222222222
1.0,0.0,0.0,0.0,2221.0,0.0,60.0,360.0,0.0,0,0,1,0,0,1,2221.0,0.0270148581719946,0.16666666666666666,2220.8333333333335
1.0,2.0,0.0,0.0,4009.0,1717.0,116.0,360.0,1.0,1,1,0,0,0,1,5726.0,0.020258470136220747,0.32222222222222224,5725.677777777778
0.0,0.0,0.0,0.0,2971.0,2791.0,144.0,360.0,1.0,1,1,0,0,0,1,5762.0,0.024991322457480043,0.4,5761.6
1.0,0.0,0.0,0.0,7578.0,1010.0,175.0,360.0,1.0,1,1,0,0,0,1,8588.0,0.0203772706101537,0.4861111111111111,8587.513888888889
1.0,0.0,0.0,0.0,6250.0,0.0,128.0,360.0,1.0,1,1,0,0,0,1,6250.0,0.02048,0.35555555555555557,6249.644444444444
1.0,0.0,0.0,0.0,3250.0,0.0,170.0,360.0,1.0,0,0,0,1,0,1,3250.0,0.052307692307692305,0.4722222222222222,3249.527777777778
1.0,0.0,1.0,1.0,4735.0,0.0,138.0,360.0,1.0,0,0,1,0,0,1,4735.0,0.02914466737064414,0.38333333333333336,4734.616666666667
1.0,2.0,0.0,0.0,6250.0,1695.0,210.0,360.0,1.0,1,1,0,0,0,1,7945.0,0.02643171806167401,0.5833333333333334,7944.416666666667
1.0,0.0,0.0,0.0,4758.0,0.0,158.0,360.0,1.0,1,1,0,0,0,1,4758.0,0.0332072299285414,0.4388888888888889,4757.561111111111
0.0,0.0,0.0,1.0,6400.0,0.0,200.0,360.0,1.0,1,0,0,1,0,1,6400.0,0.03125,0.5555555555555556,6399.444444444444
1.0,1.0,0.0,0.0,2491.0,2054.0,104.0,360.0,1.0,1,1,0,0,0,1,4545.0,0.02288228822882288,0.28888888888888886,4544.711111111111
1.0,0.0,0.0,0.0,3716.0,0.0,42.0,360.0,1.0,1,0,0,1,0,1,3716.0,0.011302475780409042,0.11666666666666667,3715.883333333333
0.0,0.0,1.0,0.0,3189.0,2598.0,120.0,360.0,1.0,1,0,0,1,0,1,5787.0,0.020736132711249352,0.3333333333333333,5786.666666666667
0.0,0.0,0.0,0.0,8333.0,0.0,261.5,360.0,1.0,1,1,0,0,1,0,8333.0,0.03138125525021001,0.7263888888888889,8332.273611111112
1.0,1.0,0.0,0.0,3155.0,1779.0,140.0,360.0,1.0,1,1,0,0,0,1,4934.0,0.02837454398054317,0.3888888888888889,4933.611111111111
1.0,1.0,0.0,0.0,5500.0,1260.0,170.0,360.0,1.0,1,0,0,1,0,1,6760.0,0.02514792899408284,0.4722222222222222,6759.527777777777
1.0,0.0,0.0,0.0,5746.0,0.0,255.0,360.0,1.0,0,0,1,0,0,1,5746.0,0.04437869822485207,0.7083333333333334,5745.291666666667
0.0,0.0,0.0,1.0,3463.0,0.0,122.0,360.0,1.0,1,0,1,0,1,0,3463.0,0.03522956973722206,0.3388888888888889,3462.661111111111
0.0,1.0,0.0,0.0,3812.0,0.0,112.0,360.0,1.0,1,0,0,1,1,0,3812.0,0.02938090241343127,0.3111111111111111,3811.688888888889
1.0,1.0,0.0,0.0,3315.0,0.0,96.0,360.0,1.0,1,1,0,0,0,1,3315.0,0.02895927601809955,0.26666666666666666,3314.733333333333
1.0,2.0,0.0,0.0,5819.0,5000.0,120.0,360.0,1.0,1,0,0,1,0,1,10819.0,0.01109159811442832,0.3333333333333333,10818.666666666666
1.0,1.0,1.0,0.0,2510.0,1983.0,140.0,360.0,1.0,0,0,1,0,0,1,4493.0,0.031159581571333184,0.3888888888888889,4492.611111111111
0.0,0.0,0.0,0.0,2965.0,5701.0,155.0,360.0,1.0,1,0,1,0,0,1,8666.0,0.017885991230094624,0.4305555555555556,8665.569444444445
1.0,2.0,0.0,1.0,6250.0,1300.0,108.0,360.0,1.0,1,0,0,1,0,1,7550.0,0.014304635761589404,0.3,7549.7
1.0,0.0,1.0,0.0,3406.0,4417.0,123.0,360.0,1.0,1,1,0,0,0,1,7823.0,0.01572286846478333,0.3416666666666667,7822.658333333334
0.0,0.0,0.0,1.0,6050.0,4333.0,120.0,360.0,1.0,0,0,1,0,0,1,10383.0,0.011557353366079168,0.3333333333333333,10382.666666666666
1.0,2.0,0.0,0.0,9703.0,0.0,112.0,360.0,1.0,1,0,1,0,0,1,9703.0,0.011542821807688343,0.3111111111111111,9702.68888888889
1.0,1.0,1.0,0.0,6608.0,0.0,137.0,360.0,1.0,1,0,1,0,0,1,6608.0,0.020732445520581115,0.38055555555555554,6607.6194444444445
1.0,1.0,0.0,0.0,2882.0,1843.0,123.0,360.0,1.0,1,1,0,0,0,1,4725.0,0.02603174603174603,0.3416666666666667,4724.658333333334
1.0,0.0,0.0,0.0,1809.0,1868.0,90.0,360.0,1.0,1,0,1,0,0,1,3677.0,0.024476475387544192,0.25,3676.75
1.0,0.0,1.0,0.0,1668.0,3890.0,201.0,360.0,0.0,0,1,0,0,0,1,5558.0,0.0361640878013674,0.5583333333333333,5557.441666666667
0.0,2.0,0.0,0.0,3427.0,0.0,138.0,360.0,1.0,0,0,1,0,1,0,3427.0,0.040268456375838924,0.38333333333333336,3426.616666666667
0.0,0.0,1.0,1.0,2583.0,2167.0,104.0,360.0,1.0,1,0,0,1,0,1,4750.0,0.021894736842105262,0.28888888888888886,4749.711111111111
1.0,1.0,1.0,0.0,2661.0,5743.125,261.5,360.0,1.0,1,1,0,0,0,1,8404.125,0.031115672363273988,0.7263888888888889,8403.398611111112
0.0,0.0,0.0,1.0,10171.25,0.0,192.0,360.0,0.0,0,0,1,0,0,1,10171.25,0.018876735897751015,0.5333333333333333,10170.716666666667
0.0,3.0,0.0,0.0,3083.0,0.0,255.0,360.0,1.0,1,0,0,1,1,0,3083.0,0.08271164450210834,0.7083333333333334,3082.2916666666665
0.0,0.0,1.0,0.0,6045.0,0.0,115.0,360.0,0.0,0,0,0,1,0,1,6045.0,0.01902398676592225,0.3194444444444444,6044.680555555556
1.0,3.0,0.0,0.0,5250.0,0.0,94.0,360.0,1.0,0,0,1,0,0,1,5250.0,0.017904761904761906,0.2611111111111111,5249.738888888889
1.0,0.0,0.0,0.0,10171.25,2100.0,261.5,360.0,1.0,0,0,0,1,0,1,12271.25,0.021309972496689415,0.7263888888888889,12270.523611111112
1.0,3.0,1.0,0.0,4931.0,0.0,128.0,360.0,1.0,0,1,0,0,0,1,4931.0,0.02595822348408031,0.35555555555555557,4930.644444444444
1.0,1.0,0.0,0.0,6083.0,4250.0,261.5,360.0,1.0,1,0,1,0,0,1,10333.0,0.025307267976386334,0.7263888888888889,10332.273611111112
0.0,0.0,0.0,0.0,2060.0,2209.0,134.0,360.0,1.0,1,1,0,0,0,1,4269.0,0.03138908409463575,0.37222222222222223,4268.627777777778
0.0,1.0,0.0,0.0,3481.0,0.0,155.0,360.0,1.0,0,1,0,0,1,0,3481.0,0.04452743464521689,0.4305555555555556,3480.5694444444443
0.0,0.0,0.0,0.0,7200.0,0.0,120.0,360.0,1.0,1,0,0,1,1,0,7200.0,0.016666666666666666,0.3333333333333333,7199.666666666667
0.0,0.0,0.0,1.0,5166.0,0.0,128.0,360.0,1.0,1,1,0,0,0,1,5166.0,0.024777390631049168,0.35555555555555557,5165.644444444444
0.0,0.0,0.0,0.0,4095.0,3447.0,151.0,360.0,1.0,1,0,0,1,0,1,7542.0,0.02002121453195439,0.41944444444444445,7541.580555555555
1.0,2.0,0.0,0.0,4708.0,1387.0,150.0,360.0,1.0,1,1,0,0,0,1,6095.0,0.02461033634126333,0.4166666666666667,6094.583333333333
1.0,3.0,0.0,0.0,4333.0,1811.0,160.0,360.0,0.0,1,0,1,0,0,1,6144.0,0.026041666666666668,0.4444444444444444,6143.555555555556
0.0,0.0,0.0,0.0,3418.0,0.0,135.0,360.0,1.0,0,0,0,1,1,0,3418.0,0.03949678174370977,0.375,3417.625
0.0,1.0,0.0,0.0,2876.0,1560.0,90.0,360.0,1.0,1,0,1,0,1,0,4436.0,0.02028854824165915,0.25,4435.75
0.0,0.0,0.0,0.0,3237.0,0.0,30.0,360.0,1.0,1,0,1,0,1,0,3237.0,0.009267840593141797,0.08333333333333333,3236.9166666666665
1.0,0.0,0.0,0.0,10171.25,0.0,136.0,360.0,1.0,1,0,1,0,0,1,10171.25,0.013371021260906968,0.37777777777777777,10170.872222222222
0.0,0.0,0.0,0.0,2833.0,1857.0,126.0,360.0,1.0,1,0,0,1,0,1,4690.0,0.026865671641791045,0.35,4689.65
1.0,0.0,0.0,0.0,2620.0,2223.0,150.0,360.0,1.0,1,1,0,0,0,1,4843.0,0.03097253768325418,0.4166666666666667,4842.583333333333
1.0,2.0,0.0,0.0,3900.0,0.0,90.0,360.0,1.0,1,1,0,0,0,1,3900.0,0.023076923076923078,0.25,3899.75
1.0,1.0,0.0,0.0,2750.0,1842.0,115.0,360.0,1.0,1,1,0,0,0,1,4592.0,0.02504355400696864,0.3194444444444444,4591.680555555556
1.0,0.0,0.0,0.0,3993.0,3274.0,207.0,360.0,1.0,1,1,0,0,0,1,7267.0,0.02848493188385854,0.575,7266.425
1.0,0.0,0.0,0.0,3103.0,1300.0,80.0,360.0,1.0,1,0,1,0,0,1,4403.0,0.018169429934135818,0.2222222222222222,4402.777777777777
1.0,0.0,0.0,0.0,10171.25,0.0,261.5,360.0,1.0,1,1,0,0,0,1,10171.25,0.025709721027405676,0.7263888888888889,10170.523611111112
1.0,0.0,1.0,0.0,4100.0,0.0,124.0,360.0,1.0,1,0,0,1,1,0,4100.0,0.03024390243902439,0.34444444444444444,4099.655555555555
0.0,1.0,1.0,1.0,4053.0,2426.0,158.0,360.0,0.0,0,0,1,0,0,1,6479.0,0.02438647939496836,0.4388888888888889,6478.561111111111
1.0,0.0,0.0,0.0,3927.0,800.0,112.0,360.0,1.0,1,1,0,0,0,1,4727.0,0.0236936746350751,0.3111111111111111,4726.688888888889
1.0,2.0,0.0,0.0,2301.0,985.7999878,78.0,360.0,1.0,1,0,1,0,0,1,3286.7999878,0.023731288879615956,0.21666666666666667,3286.5833211333334
0.0,0.0,0.0,0.0,1811.0,1666.0,54.0,360.0,1.0,1,0,1,0,1,0,3477.0,0.015530629853321829,0.15,3476.85
1.0,0.0,0.0,0.0,10171.25,0.0,128.0,360.0,1.0,0,0,0,1,0,1,10171.25,0.012584490598500676,0.35555555555555557,10170.894444444444
0.0,0.0,0.0,0.0,3158.0,3053.0,89.0,360.0,1.0,1,0,0,1,0,1,6211.0,0.014329415553051039,0.24722222222222223,6210.752777777778
0.0,0.0,0.0,1.0,2600.0,1717.0,99.0,360.0,1.0,0,1,0,0,1,0,4317.0,0.022932592077831826,0.275,4316.725
1.0,0.0,0.0,0.0,3704.0,2000.0,120.0,360.0,1.0,1,0,0,1,0,1,5704.0,0.021037868162692847,0.3333333333333333,5703.666666666667
0.0,0.0,0.0,0.0,4124.0,0.0,115.0,360.0,1.0,1,1,0,0,1,0,4124.0,0.027885548011639186,0.3194444444444444,4123.680555555556
0.0,0.0,0.0,0.0,9508.0,0.0,187.0,360.0,1.0,1,0,0,1,0,1,9508.0,0.019667648296171646,0.5194444444444445,9507.480555555556
1.0,0.0,0.0,0.0,3075.0,2416.0,139.0,360.0,1.0,1,0,0,1,0,1,5491.0,0.025314150427973046,0.3861111111111111,5490.613888888889
1.0,2.0,0.0,0.0,4400.0,0.0,127.0,360.0,0.0,0,1,0,0,0,1,4400.0,0.028863636363636362,0.3527777777777778,4399.647222222222
1.0,2.0,0.0,0.0,3153.0,1560.0,134.0,360.0,1.0,1,0,1,0,0,1,4713.0,0.028431996605134735,0.37222222222222223,4712.627777777778
0.0,0.0,0.0,0.0,5417.0,0.0,143.0,360.0,0.0,0,0,1,0,1,0,5417.0,0.026398375484585564,0.3972222222222222,5416.602777777778
1.0,0.0,0.0,0.0,2383.0,3334.0,172.0,360.0,1.0,1,1,0,0,0,1,5717.0,0.03008570928808816,0.4777777777777778,5716.522222222222
1.0,3.0,0.0,0.0,4416.0,1250.0,110.0,360.0,1.0,1,0,1,0,0,1,5666.0,0.01941404871161313,0.3055555555555556,5665.694444444444
1.0,1.0,0.0,0.0,6875.0,0.0,200.0,360.0,1.0,1,1,0,0,0,1,6875.0,0.02909090909090909,0.5555555555555556,6874.444444444444
1.0,1.0,0.0,0.0,4666.0,0.0,135.0,360.0,1.0,1,0,1,0,1,0,4666.0,0.028932704672096014,0.375,4665.625
0.0,0.0,0.0,0.0,5000.0,2541.0,151.0,360.0,1.0,0,0,0,1,1,0,7541.0,0.020023869513327144,0.41944444444444445,7540.580555555555
1.0,1.0,0.0,0.0,2014.0,2925.0,113.0,360.0,1.0,0,0,1,0,0,1,4939.0,0.02287912532901397,0.3138888888888889,4938.686111111111
1.0,0.0,1.0,0.0,1800.0,2934.0,93.0,360.0,0.0,0,0,1,0,0,1,4734.0,0.01964512040557668,0.25833333333333336,4733.741666666667
1.0,0.0,1.0,0.0,2875.0,1750.0,105.0,360.0,1.0,1,1,0,0,0,1,4625.0,0.022702702702702703,0.2916666666666667,4624.708333333333
0.0,0.0,0.0,0.0,5000.0,0.0,132.0,360.0,1.0,1,0,0,1,1,0,5000.0,0.0264,0.36666666666666664,4999.633333333333
1.0,1.0,0.0,0.0,1625.0,1803.0,96.0,360.0,1.0,1,0,1,0,0,1,3428.0,0.028004667444574097,0.26666666666666666,3427.733333333333
0.0,0.0,0.0,0.0,4000.0,2500.0,140.0,360.0,1.0,1,0,0,1,0,1,6500.0,0.021538461538461538,0.3888888888888889,6499.611111111111
0.0,0.0,1.0,0.0,2000.0,0.0,128.0,360.0,1.0,0,0,1,0,0,1,2000.0,0.064,0.35555555555555557,1999.6444444444444
0.0,0.0,0.0,0.0,3762.0,1666.0,135.0,360.0,1.0,1,0,0,1,1,0,5428.0,0.024871039056742816,0.375,5427.625
0.0,0.0,0.0,0.0,2400.0,1863.0,104.0,360.0,0.0,0,0,1,0,1,0,4263.0,0.02439596528266479,0.28888888888888886,4262.711111111111
0.0,0.0,0.0,0.0,10171.25,0.0,261.5,360.0,1.0,0,0,0,1,0,1,10171.25,0.025709721027405676,0.7263888888888889,10170.523611111112
1.0,2.0,1.0,0.0,7667.0,0.0,185.0,360.0,1.0,1,0,0,1,0,1,7667.0,0.024129385678883526,0.5138888888888888,7666.486111111111
0.0,0.0,0.0,0.0,2917.0,0.0,84.0,360.0,1.0,1,1,0,0,1,0,2917.0,0.028796708947548853,0.23333333333333334,2916.766666666667
0.0,0.0,1.0,0.0,2927.0,2405.0,111.0,360.0,1.0,1,1,0,0,0,1,5332.0,0.020817704426106528,0.30833333333333335,5331.691666666667
0.0,0.0,0.0,0.0,2507.0,0.0,56.0,360.0,1.0,1,0,0,1,1,0,2507.0,0.022337455125648185,0.15555555555555556,2506.8444444444444
1.0,2.0,0.0,1.0,5746.0,0.0,144.0,360.0,1.0,1,0,0,1,0,1,5746.0,0.025060911938739994,0.4,5745.6
1.0,0.0,0.0,0.0,2473.0,1843.0,159.0,360.0,1.0,0,0,0,1,0,1,4316.0,0.036839666357738644,0.44166666666666665,4315.558333333333
1.0,1.0,1.0,0.0,3399.0,1640.0,111.0,360.0,1.0,1,0,1,0,0,1,5039.0,0.022028180194483032,0.30833333333333335,5038.691666666667
1.0,2.0,0.0,0.0,3717.0,0.0,120.0,360.0,1.0,1,1,0,0,0,1,3717.0,0.03228410008071025,0.3333333333333333,3716.6666666666665
1.0,0.0,0.0,0.0,2058.0,2134.0,88.0,360.0,1.0,1,0,1,0,0,1,4192.0,0.02099236641221374,0.24444444444444444,4191.7555555555555
0.0,1.0,0.0,0.0,3541.0,0.0,112.0,360.0,1.0,1,1,0,0,1,0,3541.0,0.031629483196837054,0.3111111111111111,3540.688888888889
1.0,1.0,0.0,1.0,10000.0,0.0,155.0,360.0,1.0,0,0,0,1,0,1,10000.0,0.0155,0.4305555555555556,9999.569444444445
1.0,0.0,0.0,0.0,2400.0,2167.0,115.0,360.0,1.0,1,1,0,0,0,1,4567.0,0.025180643748631486,0.3194444444444444,4566.680555555556
1.0,3.0,0.0,0.0,4342.0,189.0,124.0,360.0,1.0,1,1,0,0,0,1,4531.0,0.027367027146325315,0.34444444444444444,4530.655555555555
1.0,2.0,1.0,0.0,3601.0,1590.0,128.0,360.0,1.0,1,0,0,1,0,1,5191.0,0.024658062030437296,0.35555555555555557,5190.644444444444
0.0,0.0,0.0,0.0,3166.0,2985.0,132.0,360.0,1.0,1,0,0,1,1,0,6151.0,0.021459925215412127,0.36666666666666664,6150.633333333333
1.0,3.0,0.0,0.0,10171.25,0.0,261.5,360.0,1.0,1,0,0,1,0,1,10171.25,0.025709721027405676,0.7263888888888889,10170.523611111112
1.0,1.0,0.0,1.0,8666.0,4983.0,261.5,360.0,0.0,0,0,0,1,0,1,13649.0,0.019158912740860137,0.7263888888888889,13648.273611111112
0.0,0.0,0.0,0.0,4917.0,0.0,130.0,360.0,0.0,1,0,0,1,0,1,4917.0,0.026438885499288182,0.3611111111111111,4916.638888888889
1.0,0.0,0.0,1.0,5818.0,2160.0,184.0,360.0,1.0,1,1,0,0,0,1,7978.0,0.023063424417147156,0.5111111111111111,7977.488888888889
1.0,0.0,0.0,0.0,4333.0,2451.0,110.0,360.0,1.0,0,0,1,0,1,0,6784.0,0.016214622641509434,0.3055555555555556,6783.694444444444
0.0,0.0,0.0,0.0,2500.0,0.0,67.0,360.0,1.0,1,0,1,0,1,0,2500.0,0.0268,0.18611111111111112,2499.813888888889
0.0,1.0,0.0,0.0,4384.0,1793.0,117.0,360.0,1.0,1,0,1,0,0,1,6177.0,0.01894123360854784,0.325,6176.675
0.0,0.0,0.0,0.0,2935.0,0.0,98.0,360.0,1.0,1,1,0,0,0,1,2935.0,0.03339011925042589,0.2722222222222222,2934.7277777777776
0.0,0.0,0.0,0.0,2833.0,0.0,71.0,360.0,1.0,1,0,1,0,0,1,2833.0,0.025061771973173313,0.19722222222222222,2832.802777777778
1.0,0.0,0.0,0.0,10171.25,0.0,261.5,360.0,1.0,1,0,1,0,0,1,10171.25,0.025709721027405676,0.7263888888888889,10170.523611111112
1.0,1.0,0.0,1.0,9833.0,1833.0,182.0,360.0,1.0,1,0,1,0,0,1,11666.0,0.015600891479513115,0.5055555555555555,11665.494444444445
1.0,0.0,0.0,1.0,5503.0,4490.0,70.0,360.0,1.0,1,1,0,0,0,1,9993.0,0.007004903432402682,0.19444444444444445,9992.805555555555
1.0,1.0,0.0,0.0,5250.0,688.0,160.0,360.0,1.0,1,0,0,1,0,1,5938.0,0.02694509936005389,0.4444444444444444,5937.555555555556
1.0,2.0,0.0,1.0,2500.0,4600.0,176.0,360.0,1.0,1,0,0,1,0,1,7100.0,0.024788732394366197,0.4888888888888889,7099.511111111111
0.0,3.0,1.0,0.0,1830.0,0.0,128.0,360.0,0.0,0,0,1,0,1,0,1830.0,0.06994535519125683,0.35555555555555557,1829.6444444444444
0.0,0.0,0.0,0.0,4160.0,0.0,71.0,360.0,1.0,1,1,0,0,1,0,4160.0,0.01706730769230769,0.19722222222222222,4159.802777777778
1.0,3.0,1.0,0.0,2647.0,1587.0,173.0,360.0,1.0,0,0,0,1,0,1,4234.0,0.040859707132735006,0.48055555555555557,4233.519444444444
0.0,0.0,0.0,0.0,2378.0,0.0,46.0,360.0,1.0,0,0,0,1,1,0,2378.0,0.01934398654331371,0.12777777777777777,2377.8722222222223
1.0,1.0,1.0,0.0,4554.0,1229.0,158.0,360.0,1.0,1,0,1,0,0,1,5783.0,0.027321459450112398,0.4388888888888889,5782.561111111111
1.0,3.0,1.0,0.0,3173.0,0.0,74.0,360.0,1.0,1,1,0,0,0,1,3173.0,0.023321777497636306,0.20555555555555555,3172.7944444444443
1.0,2.0,0.0,0.0,2583.0,2330.0,125.0,360.0,1.0,1,0,0,1,0,1,4913.0,0.0254427030327702,0.3472222222222222,4912.652777777777
